title,year_x,rotten tomatoes,netflix,hulu,prime video,disney+,movieId,genres,userId,rating
Treasure Planet,2002,75/100,0,0,0,1,5882.0,Adventure|Animation|Children|Sci-Fi|IMAX,58359.0,3.5
Deuce Bigalow: Male Gigolo,1999,66/100,0,0,1,0,3146.0,Comedy,49541.0,3.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,53172.0,5.0
Mad Max,1979,76/100,1,0,0,0,3702.0,Action|Adventure|Sci-Fi,74962.0,4.0
Tarzan,2013,56/100,0,0,1,1,2687.0,Adventure|Animation|Children|Drama,59431.0,0.5
Air Force One,1997,75/100,1,0,0,0,1608.0,Action|Thriller,66617.0,2.0
Casino Royale,2006,85/100,1,0,0,0,49272.0,Action|Adventure|Thriller,67872.0,5.0
Battlefield Earth,2000,51/100,1,0,0,0,3593.0,Action|Sci-Fi,39756.0,0.5
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,44999.0,3.5
Shrek 2,2004,81/100,0,1,0,0,8360.0,Adventure|Animation|Children|Comedy|Musical|Romance,113129.0,4.0
Sin City,2019,32/100,1,0,0,0,32587.0,Action|Crime|Film-Noir|Mystery|Thriller,35011.0,4.0
Austin Powers: International Man of Mystery,1997,78/100,1,0,0,0,1517.0,Action|Adventure|Comedy,88833.0,1.0
Mallrats,1995,74/100,0,0,1,0,180.0,Comedy|Romance,42913.0,5.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,69829.0,2.0
House on Haunted Hill,1959,67/100,0,0,1,0,2995.0,Horror|Thriller,85782.0,2.0
My Best Friend's Wedding,1997,71/100,1,0,0,0,1569.0,Comedy|Romance,113624.0,3.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,74992.0,5.0
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,39671.0,2.0
Darkness Falls,2020,50/100,0,0,1,0,6040.0,Horror|Thriller,101044.0,3.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,73497.0,4.5
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,36681.0,3.0
Austin Powers: International Man of Mystery,1997,78/100,1,0,0,0,1517.0,Action|Adventure|Comedy,82323.0,4.5
Fantasia,1940,76/100,0,0,0,1,1282.0,Animation|Children|Fantasy|Musical,135138.0,3.5
U Turn,2016,59/100,1,0,1,0,1627.0,Crime|Drama|Mystery,120888.0,4.0
Dragonfly,2002,67/100,0,1,0,0,5127.0,Drama|Fantasy|Mystery|Romance|Thriller,77543.0,2.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,123055.0,5.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,32054.0,5.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,80293.0,5.0
Billy Madison,1995,73/100,0,1,0,0,216.0,Comedy,73481.0,4.0
Predator,1987,83/100,0,1,0,0,3527.0,Action|Sci-Fi|Thriller,116484.0,4.0
Cousins,2021,56/100,1,0,0,0,5077.0,Comedy|Romance,37546.0,5.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,86252.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,8218.0,3.5
Prom Night,2008,56/100,1,0,0,0,1987.0,Horror,113648.0,3.0
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,108561.0,4.5
Snow White and the Seven Dwarfs,1937,78/100,0,0,0,1,594.0,Animation|Children|Drama|Fantasy|Musical,132785.0,4.0
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,21789.0,3.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,132719.0,2.5
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,35710.0,5.0
What's Eating Gilbert Grape,1993,78/100,1,0,0,0,337.0,Drama,87314.0,3.0
Hard Candy,2005,75/100,0,0,1,0,44974.0,Drama|Thriller,135186.0,1.5
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,923.0,4.0
Rugrats in Paris: The Movie,2000,63/100,1,0,0,0,3990.0,Animation|Children|Comedy,121381.0,2.0
Austin Powers: International Man of Mystery,1997,78/100,1,0,0,0,1517.0,Action|Adventure|Comedy,112762.0,4.0
Fever Pitch,1997,60/100,0,0,1,0,32598.0,Comedy|Romance,88044.0,3.5
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,2915.0,3.5
Madagascar: Escape 2 Africa,2008,74/100,1,0,0,0,62999.0,Action|Adventure|Animation|Children|Comedy|IMAX,137425.0,4.5
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,121308.0,4.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,32710.0,4.0
Patton,1970,77/100,0,0,1,0,1272.0,Drama|War,26198.0,5.0
Slumdog Millionaire,2008,85/100,0,1,0,0,63082.0,Crime|Drama|Romance,42096.0,3.5
Fantasia 2000,1999,69/100,0,0,0,1,3159.0,Animation|Children|Musical|IMAX,75469.0,2.5
Crimson Tide,1995,76/100,0,0,1,0,161.0,Drama|Thriller|War,35189.0,4.0
Silver Linings Playbook,2012,84/100,1,0,0,0,97921.0,Comedy|Drama,109258.0,4.0
Drive,2019,50/100,1,0,0,0,88129.0,Crime|Drama|Film-Noir|Thriller,134290.0,3.5
National Treasure: Book of Secrets,2007,75/100,0,0,0,1,56775.0,Action|Adventure,44492.0,4.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,35022.0,3.5
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,59127.0,3.0
I.Q.,1994,63/100,0,0,1,0,252.0,Comedy|Romance,116499.0,3.0
Much Ado About Nothing,2016,49/100,1,0,0,0,497.0,Comedy|Romance,115140.0,3.5
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,76197.0,2.5
Arachnophobia,1990,70/100,0,1,0,0,2699.0,Comedy|Horror,129474.0,2.0
Bambi,1942,76/100,0,0,0,1,2018.0,Animation|Children|Drama,128258.0,4.0
Nacho Libre,2006,68/100,1,0,0,0,45666.0,Comedy,13343.0,1.5
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,26153.0,4.0
Cyrano de Bergerac,1950,60/100,0,0,1,0,1277.0,Comedy|Drama|Romance,109365.0,5.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,5077.0,5.0
Air Force One,1997,75/100,1,0,0,0,1608.0,Action|Thriller,95694.0,3.0
A.I. Artificial Intelligence,2001,79/100,0,0,1,0,4370.0,Adventure|Drama|Sci-Fi,43478.0,2.5
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,82721.0,2.5
Stand by Me,1986,84/100,0,1,0,0,1259.0,Adventure|Drama,120666.0,3.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,124899.0,4.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,3171.0,3.0
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,75141.0,1.0
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,74326.0,3.5
Super Size Me,2004,72/100,0,0,1,0,8464.0,Comedy|Documentary|Drama,4402.0,3.5
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,11323.0,4.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,37068.0,5.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,43286.0,4.0
Iron Man 3,2013,83/100,0,0,0,1,102125.0,Action|Sci-Fi|Thriller|IMAX,135543.0,2.5
"Monsters, Inc.",2001,87/100,0,0,0,1,4886.0,Adventure|Animation|Children|Comedy|Fantasy,21368.0,3.5
Little Big Man,1970,70/100,0,0,1,0,3037.0,Western,92433.0,1.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,74408.0,3.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,48164.0,3.0
E.T. the Extra-Terrestrial,1982,83/100,0,0,1,0,1097.0,Children|Drama|Sci-Fi,64464.0,2.5
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,98487.0,3.5
Clue,1985,76/100,0,0,1,0,2413.0,Comedy|Crime|Mystery|Thriller,101051.0,4.0
Super Size Me,2004,72/100,0,0,1,0,8464.0,Comedy|Documentary|Drama,101282.0,3.5
Star Trek IV: The Voyage Home,1986,74/100,0,1,0,0,1376.0,Adventure|Comedy|Sci-Fi,61853.0,4.0
Priest,2011,67/100,0,0,1,0,299.0,Drama,5570.0,3.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,130829.0,2.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,32225.0,4.5
Kung Pow: Enter the Fist,2002,67/100,0,1,0,0,5047.0,Action|Comedy,51558.0,1.0
Flubber,1997,66/100,0,0,0,1,1702.0,Children|Comedy|Fantasy,114940.0,2.0
Michael,2011,52/100,1,0,0,0,1409.0,Comedy|Drama|Fantasy|Romance,4293.0,3.0
Cinderella,1965,59/100,0,0,1,1,1022.0,Animation|Children|Fantasy|Musical|Romance,91904.0,4.0
Bambi,1942,76/100,0,0,0,1,2018.0,Animation|Children|Drama,7760.0,3.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,20372.0,3.0
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,34779.0,5.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,107008.0,3.0
Stand by Me,1986,84/100,0,1,0,0,1259.0,Adventure|Drama,95311.0,5.0
Star Trek II: The Wrath of Khan,1982,77/100,0,1,0,0,1374.0,Action|Adventure|Sci-Fi|Thriller,106557.0,4.0
Splash,1984,69/100,0,0,0,1,2100.0,Comedy|Fantasy|Romance,7051.0,3.5
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,65316.0,4.0
Sleeping Beauty,1959,75/100,0,0,0,1,2096.0,Animation|Children|Musical,132712.0,3.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,114004.0,4.0
James and the Giant Peach,1996,70/100,0,0,0,1,661.0,Adventure|Animation|Children|Fantasy|Musical,106684.0,4.0
Kingpin,1996,72/100,0,0,1,0,785.0,Comedy,26689.0,3.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,137534.0,4.5
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,69915.0,4.0
Porky's,1981,67/100,0,0,1,0,3688.0,Comedy,101765.0,2.0
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,68111.0,1.0
Robin Hood,1922,58/100,0,0,1,1,3034.0,Adventure|Animation|Children|Comedy|Musical,6141.0,4.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,39988.0,4.0
Charlotte's Web,1973,66/100,0,1,0,0,2137.0,Animation|Children,125439.0,2.0
Children of a Lesser God,1986,65/100,0,0,1,0,2312.0,Drama,134109.0,2.0
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,78781.0,3.5
Ghost,2020,45/100,0,0,1,0,587.0,Comedy|Drama|Fantasy|Romance|Thriller,20684.0,2.5
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,128200.0,4.0
Lilo & Stitch,2002,79/100,0,0,0,1,5444.0,Adventure|Animation|Children|Sci-Fi,133089.0,3.5
Pet Sematary II,1992,59/100,1,0,0,0,2514.0,Comedy|Horror,102506.0,1.0
Blind Date,2015,59/100,1,0,0,0,3394.0,Comedy|Romance,76627.0,1.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,20462.0,1.0
Romeo and Juliet,1968,69/100,0,0,1,0,3668.0,Drama|Romance,44696.0,3.0
Dragonfly,2002,67/100,0,1,0,0,5127.0,Drama|Fantasy|Mystery|Romance|Thriller,81229.0,4.0
Talladega Nights: The Ballad of Ricky Bobby,2006,76/100,1,0,0,0,46970.0,Action|Comedy,53153.0,3.5
Cyrano de Bergerac,1950,60/100,0,0,1,0,1277.0,Comedy|Drama|Romance,47074.0,3.0
Shrek 2,2004,81/100,0,1,0,0,8360.0,Adventure|Animation|Children|Comedy|Musical|Romance,74047.0,4.5
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,71478.0,3.0
Rudy,1993,74/100,0,0,1,0,524.0,Drama,54978.0,4.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,63316.0,2.5
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,64695.0,4.0
Highlander,1986,76/100,0,0,1,0,1275.0,Action|Adventure|Fantasy,1085.0,3.0
Star Trek VI: The Undiscovered Country,1991,73/100,0,1,0,0,1372.0,Action|Mystery|Sci-Fi,63995.0,2.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,4402.0,3.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,136795.0,4.0
Walking Tall,1973,63/100,0,1,0,0,7376.0,Action,109883.0,2.5
Zack and Miri Make a Porno,2008,74/100,1,1,1,0,62434.0,Comedy|Drama|Romance,135425.0,3.0
Austin Powers: International Man of Mystery,1997,78/100,1,0,0,0,1517.0,Action|Adventure|Comedy,45261.0,2.0
Snow White and the Seven Dwarfs,1937,78/100,0,0,0,1,594.0,Animation|Children|Drama|Fantasy|Musical,39656.0,4.0
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,97141.0,5.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,110231.0,4.0
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,75630.0,3.5
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,31863.0,4.5
Beverly Hills Ninja,1997,63/100,1,0,0,0,1431.0,Action|Comedy,97256.0,4.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,67599.0,3.0
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,65568.0,3.0
Star Trek: Generations,1994,71/100,0,1,0,0,329.0,Adventure|Drama|Sci-Fi,120090.0,5.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,70456.0,4.0
Super Size Me,2004,72/100,0,0,1,0,8464.0,Comedy|Documentary|Drama,5047.0,3.5
Finding Nemo,2003,87/100,0,0,0,1,6377.0,Adventure|Animation|Children|Comedy,57073.0,3.0
Alice in Wonderland,1951,77/100,0,0,0,1,1032.0,Adventure|Animation|Children|Fantasy|Musical,8947.0,3.0
Star Trek: Generations,1994,71/100,0,1,0,0,329.0,Adventure|Drama|Sci-Fi,61772.0,5.0
Alien,1979,88/100,0,0,1,0,1214.0,Horror|Sci-Fi,98269.0,3.0
My Fair Lady,1964,75/100,1,0,0,0,914.0,Comedy|Drama|Musical|Romance,4868.0,4.0
Heathers,1989,75/100,0,1,1,0,1285.0,Comedy,7130.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,96938.0,4.0
Ice Age,2002,82/100,0,1,0,0,5218.0,Adventure|Animation|Children|Comedy,43121.0,2.5
American Outlaws,2001,63/100,1,0,0,0,4721.0,Action|Comedy|Western,47953.0,3.5
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,76313.0,3.0
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,84626.0,4.0
Hocus Pocus,1993,75/100,0,0,0,1,2052.0,Children|Comedy|Fantasy|Horror,91070.0,1.0
Philadelphia,1993,79/100,0,0,1,0,508.0,Drama,100614.0,3.0
Patton,1970,77/100,0,0,1,0,1272.0,Drama|War,59426.0,4.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,103240.0,5.0
Django Unchained,2012,89/100,1,0,0,0,99114.0,Action|Drama|Western,85640.0,4.0
Boogie Nights,1997,81/100,1,0,0,0,1673.0,Drama,119197.0,3.5
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,94802.0,4.5
Enemy at the Gates,2001,79/100,0,1,0,0,4223.0,Drama|War,12892.0,2.0
Beetlejuice,1988,81/100,0,1,0,0,2174.0,Comedy|Fantasy,135240.0,4.0
Intermission,2003,64/100,0,1,0,0,7364.0,Comedy|Crime|Drama,6921.0,3.5
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,5070.0,5.0
Legally Blonde,2001,75/100,1,0,0,0,4447.0,Comedy|Romance,45039.0,1.0
Barbarella,1968,65/100,0,0,1,0,674.0,Adventure|Comedy|Sci-Fi,119603.0,1.0
Candy,2006,69/100,0,0,1,0,44929.0,Drama|Romance,110654.0,5.0
Snowpiercer,2013,81/100,1,0,0,0,107406.0,Action|Drama|Sci-Fi,33082.0,3.5
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,6127.0,4.0
Patton,1970,77/100,0,0,1,0,1272.0,Drama|War,33507.0,4.0
50/50,2011,82/100,0,1,1,0,89864.0,Comedy|Drama,31192.0,4.5
Unbreakable,2000,82/100,0,0,1,0,3994.0,Drama|Sci-Fi,82776.0,3.0
28 Days Later,2002,83/100,0,1,0,0,6502.0,Action|Horror|Sci-Fi,64109.0,3.5
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,50139.0,4.0
My Fair Lady,1964,75/100,1,0,0,0,914.0,Comedy|Drama|Musical|Romance,10539.0,4.0
Big Fish,2003,84/100,0,1,1,0,7147.0,Drama|Fantasy|Romance,75993.0,4.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,118127.0,1.0
Date Night,2010,72/100,0,1,0,0,76293.0,Action|Comedy|Romance,78723.0,4.5
Holes,2003,73/100,0,0,0,1,6297.0,Adventure|Children|Comedy|Mystery,82770.0,1.5
Crimes of the Heart,1986,57/100,0,0,1,0,2738.0,Comedy|Drama,44882.0,3.0
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,56106.0,4.0
Mr. Holland's Opus,1995,69/100,0,0,0,1,62.0,Drama,3926.0,5.0
Gnomeo & Juliet,2011,67/100,0,0,0,1,84637.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,132599.0,0.5
Boogie Nights,1997,81/100,1,0,0,0,1673.0,Drama,68281.0,4.5
Star Trek: First Contact,1996,77/100,0,1,0,0,1356.0,Action|Adventure|Sci-Fi|Thriller,710.0,3.0
"I, Robot",2004,82/100,0,0,1,0,8644.0,Action|Adventure|Sci-Fi|Thriller,62937.0,3.5
Pet Sematary,2019,68/100,0,1,0,0,2513.0,Horror,105943.0,1.0
Candyman: Farewell to the Flesh,1995,60/100,0,0,1,0,606.0,Fantasy|Horror,88825.0,2.0
Charlotte's Web,1973,66/100,0,1,0,0,2137.0,Animation|Children,50490.0,5.0
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,109096.0,3.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,56352.0,4.0
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,86550.0,3.5
Monty Python and the Holy Grail,1975,84/100,1,0,0,0,1136.0,Adventure|Comedy|Fantasy,6867.0,4.0
Aladdin,1992,84/100,0,0,0,1,588.0,Adventure|Animation|Children|Comedy|Musical,3215.0,3.5
Stop Making Sense,1984,72/100,0,0,1,0,2859.0,Documentary|Musical,65387.0,4.5
Sabrina,2018,51/100,1,1,0,0,7.0,Comedy|Romance,36173.0,4.0
Taxi Driver,2015,41/100,1,0,0,0,111.0,Crime|Drama|Thriller,67303.0,1.0
Akira,1988,81/100,0,1,0,0,1274.0,Action|Adventure|Animation|Sci-Fi,113479.0,5.0
Mary Poppins,1964,96/100,0,0,0,1,1028.0,Children|Comedy|Fantasy|Musical,96178.0,1.0
A.I. Artificial Intelligence,2001,79/100,0,0,1,0,4370.0,Adventure|Drama|Sci-Fi,90709.0,5.0
Swordfish,2001,73/100,1,0,0,0,4344.0,Action|Crime|Drama,58062.0,4.0
RoboCop,1987,80/100,0,1,0,0,2985.0,Action|Crime|Drama|Sci-Fi|Thriller,90965.0,1.0
Chinatown,1974,82/100,1,0,0,0,1252.0,Crime|Film-Noir|Mystery|Thriller,50648.0,5.0
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,21302.0,4.5
Peter Pan,1953,76/100,0,0,0,1,2087.0,Animation|Children|Fantasy|Musical,33980.0,5.0
Toy Story 2,1999,84/100,0,0,0,1,3114.0,Adventure|Animation|Children|Comedy|Fantasy,114698.0,5.0
Angels & Demons,2009,76/100,1,1,0,0,68554.0,Crime|Drama|Mystery|Thriller,58847.0,5.0
Home Alone,1990,82/100,0,0,0,1,586.0,Children|Comedy,37156.0,3.0
Willow,1988,75/100,0,0,0,1,2193.0,Action|Adventure|Fantasy,18188.0,2.0
August: Osage County,2013,72/100,1,0,0,0,106841.0,Comedy|Drama,99953.0,3.5
Philadelphia,1993,79/100,0,0,1,0,508.0,Drama,10437.0,4.0
Up,2009,88/100,0,0,0,1,68954.0,Adventure|Animation|Children|Drama,109353.0,4.0
Cars 2,2011,74/100,0,0,0,1,87876.0,Adventure|Animation|Children|Comedy|IMAX,4439.0,3.0
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,48885.0,2.5
Star Wars: Episode I - The Phantom Menace,1999,79/100,0,0,0,1,2628.0,Action|Adventure|Sci-Fi,12859.0,3.0
Robin Hood,1922,58/100,0,0,1,1,3034.0,Adventure|Animation|Children|Comedy|Musical,52892.0,4.0
Battleship Potemkin,1925,72/100,0,0,1,0,3742.0,Drama|War,96372.0,4.0
Rain Man,1988,83/100,1,0,0,0,1961.0,Drama,55726.0,4.0
Love Actually,2003,82/100,1,0,0,0,6942.0,Comedy|Drama|Romance,72555.0,3.5
Stargate,1994,78/100,1,0,0,0,316.0,Action|Adventure|Sci-Fi,119076.0,3.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,22744.0,4.0
Unknown,2011,75/100,1,0,0,0,51037.0,Drama|Mystery|Thriller,31181.0,4.0
Master and Commander: The Far Side of the World,2003,78/100,0,0,1,0,6947.0,Adventure|Drama|War,82764.0,5.0
Muppet Treasure Island,1996,67/100,0,0,0,1,107.0,Adventure|Children|Comedy|Musical,38669.0,3.5
Zombieland,2009,84/100,1,0,0,0,71535.0,Action|Comedy|Horror,739.0,3.5
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,89034.0,4.0
Payback,2007,30/100,0,0,1,0,2490.0,Action|Thriller,15964.0,1.0
Toy Story,1995,88/100,0,0,0,1,1.0,Adventure|Animation|Children|Comedy|Fantasy,85933.0,4.5
Avatar,2009,86/100,0,0,0,1,72998.0,Action|Adventure|Sci-Fi|IMAX,57542.0,5.0
Sabrina,2018,51/100,1,1,0,0,915.0,Comedy|Romance,119121.0,3.5
Bend It Like Beckham,2002,71/100,0,0,0,1,6218.0,Comedy|Drama|Romance,136213.0,3.0
Hellboy,2004,78/100,0,0,1,0,7373.0,Action|Adventure|Fantasy|Horror,18711.0,3.0
Underworld: Evolution,2006,76/100,0,1,1,0,42738.0,Action|Fantasy|Horror,95262.0,4.0
Pirates of the Caribbean: Dead Man's Chest,2006,82/100,0,0,0,1,45722.0,Action|Adventure|Fantasy,125165.0,3.5
Fight Club,1999,93/100,0,0,1,0,2959.0,Action|Crime|Drama|Thriller,116450.0,4.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,85128.0,3.5
Snatch,2000,87/100,0,0,1,0,4011.0,Comedy|Crime|Thriller,21280.0,5.0
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,115758.0,3.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,60483.0,4.0
Lilo & Stitch,2002,79/100,0,0,0,1,5444.0,Adventure|Animation|Children|Sci-Fi,24219.0,3.0
Rules of Engagement,2000,67/100,0,1,0,0,3513.0,Drama|Thriller,119260.0,4.0
Gaslight,1940,82/100,0,0,1,0,906.0,Drama|Thriller,77605.0,5.0
Congo,1995,65/100,1,0,0,0,160.0,Action|Adventure|Mystery|Sci-Fi,87865.0,3.0
Wreck-It Ralph,2012,83/100,0,0,0,1,97913.0,Animation|Comedy,37161.0,4.0
Tron,1982,74/100,0,0,0,1,2105.0,Action|Adventure|Sci-Fi,59178.0,3.0
Shrek,2001,85/100,0,1,0,0,4306.0,Adventure|Animation|Children|Comedy|Fantasy|Romance,45442.0,3.5
Dances with Wolves,1990,80/100,1,0,0,0,590.0,Adventure|Drama|Western,63477.0,1.0
Mystic River,2003,82/100,1,0,0,0,6870.0,Crime|Drama|Mystery,79601.0,4.5
Arachnophobia,1990,70/100,0,1,0,0,2699.0,Comedy|Horror,48525.0,1.0
Hatchet,2006,63/100,0,0,1,0,57421.0,Comedy|Horror,63858.0,3.0
Vertigo,1958,84/100,0,0,1,0,903.0,Drama|Mystery|Romance|Thriller,120479.0,5.0
Star Wars: Episode II - Attack of the Clones,2002,78/100,0,0,0,1,5378.0,Action|Adventure|Sci-Fi|IMAX,6978.0,2.0
Galaxy Quest,1999,78/100,0,1,0,0,3175.0,Adventure|Comedy|Sci-Fi,13497.0,2.0
WALL·E,2008,88/100,0,0,0,1,60069.0,Adventure|Animation|Children|Romance|Sci-Fi,57345.0,5.0
Nacho Libre,2006,68/100,1,0,0,0,45666.0,Comedy,74539.0,3.0
Terminator 2: Judgment Day,1991,89/100,1,0,0,0,589.0,Action|Sci-Fi,128275.0,5.0
"Honey, I Shrunk the Kids",1989,72/100,0,0,0,1,2054.0,Adventure|Children|Comedy|Fantasy|Sci-Fi,76182.0,2.0
Psycho,2020,54/100,1,0,0,0,1219.0,Crime|Horror,116736.0,4.0
Star Trek IV: The Voyage Home,1986,74/100,0,1,0,0,1376.0,Adventure|Comedy|Sci-Fi,43432.0,5.0
Roman Holiday,1953,77/100,0,0,1,0,916.0,Comedy|Drama|Romance,100423.0,3.5
Detour,1945,66/100,0,0,1,0,3966.0,Crime|Film-Noir,77354.0,5.0
